finding_id,repo_id,repository,commit_sha,domain,cohort,security_family,cwe_id,filename,statement_start,statement_end,line_number,scanner_count,scanners,rule_ids,raw_alert_count,raw_alert_ids,reported_lines,severity,confidence,messages,statement_code,annotator_1_label,annotator_2_label,adjudicated_label,rationale
FND-000146,R004,tornadoweb/tornado,0096f2897c98facdcd9716009ee934a7381af5ef,Web Frameworks & APIs,Primary_Core_Benchmark,subprocess-execution,CWE-78,maint/vm/windows/bootstrap.py,70,70,70,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000226|ALT-000235,70,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        subprocess.check_call([sys.executable, filename])",PENDING,PENDING,PENDING,PENDING
FND-000327,R017,pallets/click,6aabf099bfdd4c1e75fe8d0e0d4241372b988ab1,"CLI, Tooling & Systems",Primary_Core_Benchmark,subprocess-execution,CWE-78,src/click/_termui_impl.py,660,660,660,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000574|ALT-000582,660,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        subprocess.call([str(cmd_path), *cmd_params, f.name])",PENDING,PENDING,PENDING,PENDING
FND-000297,R016,certbot/certbot,56ee04928d677d82c6a375a7c7b48e8ce13bb6bc,"HTTP, Networking & Cloud",Primary_Core_Benchmark,subprocess-execution,CWE-78,certbot/src/certbot/_internal/plugins/nginx/configurator.py,1296,1298,1296,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000489|ALT-000546,1296,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"            proc = subprocess.run([nginx_ctl, ""-c"", nginx_conf, ""-s"", ""reload""],
                                  env=util.env_no_snap_for_external_calls(),
                                  stdout=out, stderr=out, check=False)",PENDING,PENDING,PENDING,PENDING
FND-000309,R016,certbot/certbot,56ee04928d677d82c6a375a7c7b48e8ce13bb6bc,"HTTP, Networking & Cloud",Primary_Core_Benchmark,subprocess-execution,CWE-78,tools/finish_release.py,201,201,201,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000501|ALT-000558,201,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        process = subprocess.run(cmd, check=True, universal_newlines=True, capture_output=True)",PENDING,PENDING,PENDING,PENDING
FND-001165,R072,hypothesisworks/hypothesis,a8dcd7422a325926693b5464f73349e361562b7c,"CLI, Tooling & Systems",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,tooling/src/hypothesistooling/scripts.py,69,69,69,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-002005|ALT-002066,69,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    r = subprocess.call([tool_path(name), *args], **kwargs)",PENDING,PENDING,PENDING,PENDING
FND-001227,R091,simonw/datasette,bdc973174096cae350ddaa733a10ed8b3ffd970b,"Databases, Caching & ORM",Supplementary_Holdout_Pool,subprocess-shell-true,CWE-78,datasette/publish/cloudrun.py,275,275,275,2,Bandit|Semgrep,B602|python.security.subprocess-shell-true,2,ALT-002154|ALT-002222,275,ERROR|HIGH,HIGH,"Subprocess execution with shell=True can enable command injection. || subprocess call with shell=True identified, security issue.","            check_call(create_cmd, shell=True)",PENDING,PENDING,PENDING,PENDING
FND-000190,R013,ansible/ansible,3827d66bfbdc568f58cce57b113131598c46cd5a,"HTTP, Networking & Cloud",Primary_Core_Benchmark,subprocess-execution,CWE-78,hacking/create-bulk-issues.py,51,51,51,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000308|ALT-000378,51,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"            process = subprocess.run(cmd, capture_output=True, check=True, text=True)",PENDING,PENDING,PENDING,PENDING
FND-001033,R063,grpc/grpc,6e5ac36afeb4a13c9d0c62241c91323c1e8ad8a8,"HTTP, Networking & Cloud",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,src/python/grpcio_observability/setup.py,94,99,94,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001799|ALT-001808,94,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    cpp_test = subprocess.Popen(
        cxx + [""-x"", ""c++"", ""-std=c++17"", ""-""],
        stdin=PIPE,
        stdout=PIPE,
        stderr=PIPE,
    )",PENDING,PENDING,PENDING,PENDING
FND-000215,R013,ansible/ansible,3827d66bfbdc568f58cce57b113131598c46cd5a,"HTTP, Networking & Cloud",Primary_Core_Benchmark,subprocess-execution,CWE-78,lib/ansible/module_utils/common/respawn.py,48,48,48,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000331|ALT-000402,48,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    rc = subprocess.call([interpreter_path, '--'], stdin=stdin_read)",PENDING,PENDING,PENDING,PENDING
FND-000200,R013,ansible/ansible,3827d66bfbdc568f58cce57b113131598c46cd5a,"HTTP, Networking & Cloud",Primary_Core_Benchmark,subprocess-execution,CWE-78,hacking/update-sanity-requirements.py,55,55,55,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000316|ALT-000387,55,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"            subprocess.run(pip + ['install', '-r', self.source_path], env=env, check=True)",PENDING,PENDING,PENDING,PENDING
FND-001191,R088,pypa/flit,1da96f9636027b332e4bd1b21d8c47a7f75c98d1,"CLI, Tooling & Systems",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,flit/vcs/git.py,7,8,7,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-002104|ALT-002113,7,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    outb = check_output(['git', 'ls-files', '--recurse-submodules', '-z'],
                        cwd=str(directory))",PENDING,PENDING,PENDING,PENDING
FND-000001,R001,tiangolo/fastapi,50113da16fec53b66b80d75e80a89296de4fa5a5,Web Frameworks & APIs,Primary_Core_Benchmark,subprocess-execution,CWE-78,scripts/docs.py,285,289,285,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000001|ALT-000034,285,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    subprocess.run(
        [""zensical"", ""build"", ""--config-file"", config_path.name],
        check=True,
        cwd=config_path.parent,
    )",PENDING,PENDING,PENDING,PENDING
FND-000403,R022,psf/black,20622e1259c29bda81831962ace1348ba1921c84,"CLI, Tooling & Systems",Primary_Core_Benchmark,code-execution-eval,CWE-78,src/blib2to3/pgen2/pgen.py,100,100,100,2,Bandit|Semgrep,B307|python.security.eval,2,ALT-000716|ALT-000728,100,ERROR|MEDIUM,HIGH,Use of eval() can evaluate untrusted expressions. || Use of possibly insecure function - consider using safer ast.literal_eval.,            value = eval(label),PENDING,PENDING,PENDING,PENDING
FND-000980,R058,pypa/setuptools,7d531288b7c8708d4cc186213da93eaf5d11833d,"CLI, Tooling & Systems",Supplementary_Holdout_Pool,code-execution-exec,CWE-78,setuptools/_distutils/core.py,250,250,250,2,Bandit|Semgrep,B102|python.security.exec,2,ALT-001681|ALT-001709,250,ERROR|MEDIUM,HIGH,Use of exec detected. || Use of exec() can execute dynamically supplied code.,"                exec(code, g)  # noqa: S102 # executing the setup script is the point",PENDING,PENDING,PENDING,PENDING
FND-000982,R058,pypa/setuptools,7d531288b7c8708d4cc186213da93eaf5d11833d,"CLI, Tooling & Systems",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,setuptools/_vendor/jaraco/context/__init__.py,206,206,206,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001683|ALT-001711,206,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        subprocess.check_call(cmd, stdout=stream, stderr=stream)",PENDING,PENDING,PENDING,PENDING
FND-000239,R013,ansible/ansible,3827d66bfbdc568f58cce57b113131598c46cd5a,"HTTP, Networking & Cloud",Primary_Core_Benchmark,subprocess-execution,CWE-78,lib/ansible/parsing/vault/__init__.py,833,833,833,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000350|ALT-000427,833,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,            subprocess.check_call(cmd),PENDING,PENDING,PENDING,PENDING
FND-000992,R058,pypa/setuptools,7d531288b7c8708d4cc186213da93eaf5d11833d,"CLI, Tooling & Systems",Supplementary_Holdout_Pool,code-execution-eval,CWE-78,setuptools/wheel.py,208,216,208,2,Bandit|Semgrep,B307|python.security.eval,2,ALT-001692|ALT-001728,212,ERROR|MEDIUM,HIGH,Use of eval() can evaluate untrusted expressions. || Use of possibly insecure function - consider using safer ast.literal_eval.,"        extras_require = {
            extra: list(
                map(
                    raw_req,
                    (req for req in reqs if for_extra(req) and eval(req, extra=extra)),
                )
            )
            for extra in extras
        }",PENDING,PENDING,PENDING,PENDING
FND-000341,R019,tiangolo/typer,82b83959d9e900215ed8ff2a56a766ff066e1c75,"CLI, Tooling & Systems",Primary_Core_Benchmark,subprocess-execution,CWE-78,typer/_click/_termui_impl.py,365,365,365,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000599|ALT-000612,365,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"            return subprocess.Popen(args, stderr=null).wait()",PENDING,PENDING,PENDING,PENDING
FND-000427,R025,pydantic/pydantic,c23cb86ef197693fc016437614f174252a3d189a,Data Validation & Serialization,Primary_Core_Benchmark,subprocess-execution,CWE-78,release/shared.py,8,8,8,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000764|ALT-000776,8,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    p = subprocess.run(args, stdout=subprocess.PIPE, check=True, encoding='utf-8')",PENDING,PENDING,PENDING,PENDING
FND-000397,R022,psf/black,20622e1259c29bda81831962ace1348ba1921c84,"CLI, Tooling & Systems",Primary_Core_Benchmark,subprocess-execution,CWE-78,scripts/release.py,78,78,78,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000710|ALT-000722,78,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    cp = run([""git"", ""tag""], capture_output=True, check=True, encoding=""utf8"")",PENDING,PENDING,PENDING,PENDING
FND-001156,R072,hypothesisworks/hypothesis,a8dcd7422a325926693b5464f73349e361562b7c,"CLI, Tooling & Systems",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,tooling/src/hypothesistooling/installers.py,80,83,80,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001996|ALT-002057,80,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    subprocess.check_call(
        [RUSTUP, ""toolchain"", ""install"", version, ""--profile"", ""minimal""]
        + [arg for component in components for arg in (""--component"", component)]
    )",PENDING,PENDING,PENDING,PENDING
FND-000612,R044,googleapis/google-auth-library-python,2ea24b03436765fa3cf279ce148482ff6332136b,"Security, Cryptography & Auth",Primary_Core_Benchmark,code-execution-exec,CWE-78,setup.py,100,100,100,2,Bandit|Semgrep,B102|python.security.exec,2,ALT-001047|ALT-001057,100,ERROR|MEDIUM,HIGH,Use of exec detected. || Use of exec() can execute dynamically supplied code.,"    exec(fp.read(), version)",PENDING,PENDING,PENDING,PENDING
FND-000591,R040,celery/celery,07ee451b5313b520ed4f57cfe93d35ac81d0548c,"Databases, Caching & ORM",Primary_Core_Benchmark,code-execution-exec,CWE-78,t/unit/utils/test_functional.py,362,362,362,2,Bandit|Semgrep,B102|python.security.exec,2,ALT-000966|ALT-001020,362,ERROR|MEDIUM,HIGH,Use of exec detected. || Use of exec() can execute dynamically supplied code.,"        exec(fun, {}, local)",PENDING,PENDING,PENDING,PENDING
FND-000813,R046,Gallopsled/pwntools,1429a134ecf88eb9af70e05bf6c912f45dfde224,"Security, Cryptography & Auth",Primary_Core_Benchmark,subprocess-execution,CWE-78,pwnlib/util/misc.py,390,391,390,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001310|ALT-001370,390,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"            subprocess.run((qdbus, konsole_dbus_service, '/konsole/' + name,
                            'org.kde.KMainWindow.activateAction', 'split-view-left-right'), stdout=subprocess.DEVNULL)",PENDING,PENDING,PENDING,PENDING
FND-000916,R053,numpy/numpy,43a7a41747f860a09f2c5b9a2fe5a97c7f5f8004,Data Science & ML,Supplementary_Holdout_Pool,code-execution-eval,CWE-78,numpy/f2py/capi_maps.py,301,301,301,2,Bandit|Semgrep,B307|python.security.eval,2,ALT-001548|ALT-001581,301,ERROR|MEDIUM,HIGH,Use of eval() can evaluate untrusted expressions. || Use of possibly insecure function - consider using safer ast.literal_eval.,            ret['size'] = repr(eval(ret['size'])),PENDING,PENDING,PENDING,PENDING
FND-000263,R013,ansible/ansible,3827d66bfbdc568f58cce57b113131598c46cd5a,"HTTP, Networking & Cloud",Primary_Core_Benchmark,subprocess-execution,CWE-78,packaging/release.py,81,81,81,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000371|ALT-000453,81,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        p = subprocess.run(str_args, check=True, text=True, env=str_env, cwd=cwd, capture_output=capture_output)",PENDING,PENDING,PENDING,PENDING
FND-000308,R016,certbot/certbot,56ee04928d677d82c6a375a7c7b48e8ce13bb6bc,"HTTP, Networking & Cloud",Primary_Core_Benchmark,subprocess-execution,CWE-78,tools/finish_release.py,185,185,185,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000500|ALT-000557,185,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        process = subprocess.run(cmd, check=True, stdout=subprocess.PIPE, universal_newlines=True)",PENDING,PENDING,PENDING,PENDING
FND-000819,R046,Gallopsled/pwntools,1429a134ecf88eb9af70e05bf6c912f45dfde224,"Security, Cryptography & Auth",Primary_Core_Benchmark,code-execution-eval,CWE-78,pwnlib/util/safeeval.py,82,82,82,2,Bandit|Semgrep,B307|python.security.eval,2,ALT-001315|ALT-001379,82,ERROR|MEDIUM,HIGH,Use of eval() can evaluate untrusted expressions. || Use of possibly insecure function - consider using safer ast.literal_eval.,    return eval(c),PENDING,PENDING,PENDING,PENDING
FND-000684,R045,sqlmapproject/sqlmap,1ee368f78a73ccc1c193af32d4e70c1244be5865,"Security, Cryptography & Auth",Primary_Core_Benchmark,subprocess-shell-true,CWE-78,lib/core/update.py,52,52,52,2,Bandit|Semgrep,B602|python.security.subprocess-shell-true,2,ALT-001122|ALT-001248,52,ERROR|LOW,HIGH,"Subprocess execution with shell=True can enable command injection. || subprocess call with shell=True seems safe, but may be changed in the future, consider rewriting without shell","            process = subprocess.Popen(""pip install -U sqlmap"", shell=True, stdout=subprocess.PIPE, stderr=subprocess.STDOUT, cwd=paths.SQLMAP_ROOT_PATH)",PENDING,PENDING,PENDING,PENDING
FND-000303,R016,certbot/certbot,56ee04928d677d82c6a375a7c7b48e8ce13bb6bc,"HTTP, Networking & Cloud",Primary_Core_Benchmark,subprocess-execution,CWE-78,certbot/src/certbot/util.py,494,499,494,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000495|ALT-000552,494,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"            proc = subprocess.run(
                [""/usr/bin/sw_vers"", ""-productVersion""],
                stdout=subprocess.PIPE, stderr=subprocess.PIPE,
                check=False, universal_newlines=True,
                env=env_no_snap_for_external_calls(),
            )",PENDING,PENDING,PENDING,PENDING
FND-000079,R003,django/django,9193cb54550727a02fd55dab1b430597a9aa4297,Web Frameworks & APIs,Primary_Core_Benchmark,subprocess-execution,CWE-78,django/core/management/utils.py,24,24,24,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000096|ALT-000173,24,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        p = run(args, capture_output=True, close_fds=os.name != ""nt"")",PENDING,PENDING,PENDING,PENDING
FND-000184,R013,ansible/ansible,3827d66bfbdc568f58cce57b113131598c46cd5a,"HTTP, Networking & Cloud",Primary_Core_Benchmark,subprocess-execution,CWE-78,.azure-pipelines/scripts/publish-codecov.py,65,65,65,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000302|ALT-000372,65,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        subprocess.run(cmd, check=True)",PENDING,PENDING,PENDING,PENDING
FND-001083,R065,python-trio/trio,69355fc1aff44df4a701ec149a3fd68ac3ab2890,"HTTP, Networking & Cloud",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,src/trio/_tests/test_subprocess.py,605,605,605,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001893|ALT-001903,605,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    sleeper = subprocess.Popen([""sleep"", ""3600""])",PENDING,PENDING,PENDING,PENDING
FND-001121,R072,hypothesisworks/hypothesis,a8dcd7422a325926693b5464f73349e361562b7c,"CLI, Tooling & Systems",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,tooling/src/hypothesistooling/__main__.py,710,714,710,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001961|ALT-002022,710,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    subprocess.call(
        [""./build.sh"", ""format""],
        cwd=ROOT,
        env={**os.environ, ""FORMAT_ALL"": ""true""},
    )  # exits 1 if changed",PENDING,PENDING,PENDING,PENDING
FND-000390,R021,tox-dev/tox,6485a013e46b3cfe8f43002f6aa80e6e390efbfe,"CLI, Tooling & Systems",Primary_Core_Benchmark,subprocess-execution,CWE-78,tasks/release.py,125,125,125,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000693|ALT-000703,125,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        check_call([""pre-commit"", ""run"", ""--files"", str(changelog_path)], cwd=str(ROOT_SRC_DIR))  # ruff:ignore[start-process-with-partial-path]",PENDING,PENDING,PENDING,PENDING
FND-000970,R057,pypa/virtualenv,2ef85af47fcae15625ca7ad6f77452d5c78fadb2,"CLI, Tooling & Systems",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,tasks/upgrade_wheels.py,217,217,217,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001657|ALT-001671,217,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    subprocess.run([sys.executable, ""-m"", ""ruff"", ""check"", str(dest_target), ""--fix"", ""--unsafe-fixes""], check=False)",PENDING,PENDING,PENDING,PENDING
FND-000890,R052,pandas-dev/pandas,c26625d6e79fe8f11dd00184a3c32b5cc68d70cc,Data Science & ML,Supplementary_Holdout_Pool,subprocess-execution,CWE-78,pandas/io/clipboard/__init__.py,243,243,243,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001504|ALT-001528,243,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"            p = subprocess.Popen(args, stdin=subprocess.PIPE, close_fds=True)",PENDING,PENDING,PENDING,PENDING
FND-001193,R088,pypa/flit,1da96f9636027b332e4bd1b21d8c47a7f75c98d1,"CLI, Tooling & Systems",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,flit/vcs/hg.py,24,25,24,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-002106|ALT-002115,24,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    outb = check_output(['hg', 'status', '--clean', '--added', '--modified', '--no-status'],
                        cwd=str(directory))",PENDING,PENDING,PENDING,PENDING
FND-000426,R025,pydantic/pydantic,c23cb86ef197693fc016437614f174252a3d189a,Data Validation & Serialization,Primary_Core_Benchmark,code-execution-eval,CWE-78,pydantic/v1/utils.py,195,195,195,2,Bandit|Semgrep,B307|python.security.eval,2,ALT-000763|ALT-000775,195,ERROR|MEDIUM,HIGH,Use of eval() can evaluate untrusted expressions. || Use of possibly insecure function - consider using safer ast.literal_eval.,        eval('__IPYTHON__'),PENDING,PENDING,PENDING,PENDING
FND-000774,R045,sqlmapproject/sqlmap,1ee368f78a73ccc1c193af32d4e70c1244be5865,"Security, Cryptography & Auth",Primary_Core_Benchmark,subprocess-execution,CWE-78,thirdparty/bottle/bottle.py,3924,3924,3924,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001215|ALT-001283,3924,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"                p = subprocess.Popen(args, env=environ)",PENDING,PENDING,PENDING,PENDING
FND-000205,R013,ansible/ansible,3827d66bfbdc568f58cce57b113131598c46cd5a,"HTTP, Networking & Cloud",Primary_Core_Benchmark,subprocess-execution,CWE-78,lib/ansible/cli/__init__.py,622,622,622,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000321|ALT-000392,622,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"                p = subprocess.Popen(cmd, stdout=subprocess.PIPE, stderr=subprocess.PIPE)",PENDING,PENDING,PENDING,PENDING
FND-000144,R003,django/django,9193cb54550727a02fd55dab1b430597a9aa4297,Web Frameworks & APIs,Primary_Core_Benchmark,subprocess-execution,CWE-78,scripts/prepare_commit_msg.py,28,28,28,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000139|ALT-000224,28,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    return subprocess.run(cmd, capture_output=True, text=True).stdout.strip()",PENDING,PENDING,PENDING,PENDING
FND-000993,R058,pypa/setuptools,7d531288b7c8708d4cc186213da93eaf5d11833d,"CLI, Tooling & Systems",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,tools/build_launchers.py,77,77,77,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001693|ALT-001729,77,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    subprocess.check_call(cmd, cwd=build_arena)",PENDING,PENDING,PENDING,PENDING
FND-001019,R062,falconry/falcon,eb27592b159fea6678b3c70b16f195b0f990faa9,Web Frameworks & APIs,Supplementary_Holdout_Pool,code-execution-eval,CWE-78,falcon/bench/bench.py,222,222,222,2,Bandit|Semgrep,B307|python.security.eval,2,ALT-001771|ALT-001785,222,ERROR|MEDIUM,HIGH,Use of eval() can evaluate untrusted expressions. || Use of possibly insecure function - consider using safer ast.literal_eval.,"    app = eval('create.{0}(BODY, HEADERS)'.format(function))",PENDING,PENDING,PENDING,PENDING
FND-000011,R001,tiangolo/fastapi,50113da16fec53b66b80d75e80a89296de4fa5a5,Web Frameworks & APIs,Primary_Core_Benchmark,subprocess-execution,CWE-78,scripts/playwright/separate_openapi_schemas/image02.py,26,28,26,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000011|ALT-000044,26,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"process = subprocess.Popen(
    [""uvicorn"", ""docs_src.separate_openapi_schemas.tutorial001:app""]
)",PENDING,PENDING,PENDING,PENDING
FND-000186,R013,ansible/ansible,3827d66bfbdc568f58cce57b113131598c46cd5a,"HTTP, Networking & Cloud",Primary_Core_Benchmark,subprocess-execution,CWE-78,hacking/azp/incidental.py,319,319,319,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000304|ALT-000374,319,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,        subprocess.check_call(self.analyze_cmd + ['combine'] + input_paths + [output_path]),PENDING,PENDING,PENDING,PENDING
FND-000314,R016,certbot/certbot,56ee04928d677d82c6a375a7c7b48e8ce13bb6bc,"HTTP, Networking & Cloud",Primary_Core_Benchmark,subprocess-execution,CWE-78,tools/snap/build_remote_single.py,151,151,151,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000506|ALT-000563,151,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        subprocess.run(['git', 'init'], capture_output=True, check=True, cwd=workspace)",PENDING,PENDING,PENDING,PENDING
FND-000265,R014,fabric/fabric,ded51893f02c33d2bc7c157624c44a039a952037,"HTTP, Networking & Cloud",Primary_Core_Benchmark,code-execution-exec,CWE-78,setup.py,45,45,45,2,Bandit|Semgrep,B102|python.security.exec,2,ALT-000454|ALT-000456,45,ERROR|MEDIUM,HIGH,Use of exec detected. || Use of exec() can execute dynamically supplied code.,"    exec(fp.read(), None, _locals)",PENDING,PENDING,PENDING,PENDING
FND-001137,R072,hypothesisworks/hypothesis,a8dcd7422a325926693b5464f73349e361562b7c,"CLI, Tooling & Systems",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,tooling/src/hypothesistooling/__main__.py,1113,1113,1113,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001977|ALT-002038,1113,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    subprocess.check_call([sys.executable, ""-m"", ""pytest"", *args])",PENDING,PENDING,PENDING,PENDING
FND-000598,R040,celery/celery,07ee451b5313b520ed4f57cfe93d35ac81d0548c,"Databases, Caching & ORM",Primary_Core_Benchmark,subprocess-execution,CWE-78,t/unit/utils/test_platforms.py,174,174,174,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000971|ALT-001027,174,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    subprocess.run([sys.executable, '-c', script], check=True, timeout=30)",PENDING,PENDING,PENDING,PENDING
FND-000997,R058,pypa/setuptools,7d531288b7c8708d4cc186213da93eaf5d11833d,"CLI, Tooling & Systems",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,tools/finalize.py,42,42,42,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001697|ALT-001733,42,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    subprocess.check_output(['git', 'add', changelog_fn])",PENDING,PENDING,PENDING,PENDING
