annotation_row_id,finding_id,repo_id,repository,commit_sha,security_family,cwe_id,filename,statement_start,statement_end,line_number,statement_code,annotator_1_label,annotator_1_rationale,annotator_1_evidence_locations,annotator_2_label,annotator_2_rationale,annotator_2_evidence_locations,pre_adjudication_agreement,adjudicated_label,adjudication_rationale,adjudication_evidence_locations,final_label,final_rationale,final_evidence_locations,final_decision_source
GT-136,FND-000919,R053,numpy/numpy,43a7a41747f860a09f2c5b9a2fe5a97c7f5f8004,code-execution-eval,CWE-78,numpy/f2py/crackfortran.py,2274,2274,2274,"    r = eval(e, g, l)",TRUE_BUG,"The myeval helper calls Python eval directly on the supplied expression and only verifies that the returned value is numeric after execution. The expression originates from parsed F2PY source metadata, so the post-evaluation type check does not prevent code execution.",numpy/f2py/crackfortran.py:2256-2298,TRUE_BUG,"The myeval helper calls Python eval directly on the supplied expression and only verifies that the returned value is numeric after execution. The expression originates from parsed F2PY source metadata, so the post-evaluation type check does not prevent code execution.",numpy/f2py/crackfortran.py:2256-2298,true,,,,TRUE_BUG,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,numpy/f2py/crackfortran.py:2256-2298; numpy/f2py/crackfortran.py:2256-2298,independent_agreement
GT-137,FND-000850,R050,pypa/pip,ee09c40be785948a56b6321f336901b4e6f39ab2,subprocess-execution,CWE-78,src/pip/_vendor/distro/distro.py,1213,1213,1213,"            stdout = subprocess.check_output(""oslevel"", stderr=subprocess.DEVNULL)",FALSE_POSITIVE,"The process is launched without shell command-string interpretation, so variable values remain separate process arguments. The invoked tool is `oslevel`. The frozen call path does not establish attacker control over the executable or argument structure.",src/pip/_vendor/distro/distro.py:1199-1231,FALSE_POSITIVE,The surrounding code passes an argument vector to the child process rather than concatenating request data into shell syntax. The invoked tool is `oslevel`. The frozen call path does not establish attacker control over the executable or argument structure.,src/pip/_vendor/distro/distro.py:1199-1231,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,src/pip/_vendor/distro/distro.py:1199-1231; src/pip/_vendor/distro/distro.py:1199-1231,independent_agreement
GT-138,FND-000509,R037,mongodb/mongo-python-driver,4dd73032d98146fd97bedfb8434bff2f458bc26f,subprocess-execution,CWE-78,.evergreen/scripts/run_tests.py,210,210,210,"        result = subprocess.run(cmd, check=False)  # noqa: S603",FALSE_POSITIVE,"The call is part of repository maintenance or packaging automation, where the command and variable arguments come from local project or configuration state. The sink receives an already-constructed command or argv from its caller. No remote or less-trusted value is shown controlling command structure at this sink.",.evergreen/scripts/run_tests.py:196-228,FALSE_POSITIVE,This process launch is in developer or CI tooling rather than an exposed application request path. The sink receives an already-constructed command or argv from its caller. No remote or less-trusted value is shown controlling command structure at this sink.,.evergreen/scripts/run_tests.py:196-228,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,.evergreen/scripts/run_tests.py:196-228; .evergreen/scripts/run_tests.py:196-228,independent_agreement
GT-139,FND-000360,R020,pytest-dev/pytest,431f3e1f5fd70b9b0f8afa2d20a10421542e5c6a,subprocess-execution,CWE-78,scripts/prepare-release-pr.py,129,141,129,"    run(
        [
            ""gh"",
            ""pr"",
            ""create"",
            f""--base={base_branch}"",
            f""--head={release_branch}"",
            f""--title=Release {version}"",
            f""--body={body}"",
            ""--draft"",
        ],
        check=True,
    )",FALSE_POSITIVE,This process launch is in developer or CI tooling rather than an exposed application request path. The invoked tool is `gh`. No remote or less-trusted value is shown controlling command structure at this sink.,scripts/prepare-release-pr.py:115-159,FALSE_POSITIVE,"This is build, release, or maintenance tooling invoked by the local developer or CI environment. The invoked tool is `gh`. No remote or less-trusted value is shown controlling command structure at this sink.",scripts/prepare-release-pr.py:115-159,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,scripts/prepare-release-pr.py:115-159; scripts/prepare-release-pr.py:115-159,independent_agreement
GT-140,FND-000010,R001,tiangolo/fastapi,50113da16fec53b66b80d75e80a89296de4fa5a5,subprocess-execution,CWE-78,scripts/playwright/separate_openapi_schemas/image01.py,25,27,25,"process = subprocess.Popen(
    [""uvicorn"", ""docs_src.separate_openapi_schemas.tutorial001:app""]
)",FALSE_POSITIVE,"This is build, release, or maintenance tooling invoked by the local developer or CI environment. The invoked tool is `uvicorn`. No remote or less-trusted value is shown controlling command structure at this sink.",scripts/playwright/separate_openapi_schemas/image01.py:11-45,FALSE_POSITIVE,"The call is part of repository maintenance or packaging automation, where the command and variable arguments come from local project or configuration state. The invoked tool is `uvicorn`. No remote or less-trusted value is shown controlling command structure at this sink.",scripts/playwright/separate_openapi_schemas/image01.py:11-45,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,scripts/playwright/separate_openapi_schemas/image01.py:11-45; scripts/playwright/separate_openapi_schemas/image01.py:11-45,independent_agreement
GT-141,FND-001188,R088,pypa/flit,1da96f9636027b332e4bd1b21d8c47a7f75c98d1,subprocess-execution,CWE-78,flit/install.py,369,369,369,"        check_call(cmd, shell=shell)",FALSE_POSITIVE,The surrounding code passes an argument vector to the child process rather than concatenating request data into shell syntax. The sink receives an already-constructed command or argv from its caller. The frozen call path does not establish attacker control over the executable or argument structure.,flit/install.py:355-387,FALSE_POSITIVE,This call uses direct process execution; the dynamic pieces are paths or options supplied by the local caller and do not gain shell semantics. The sink receives an already-constructed command or argv from its caller. The frozen call path does not establish attacker control over the executable or argument structure.,flit/install.py:355-387,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,flit/install.py:355-387; flit/install.py:355-387,independent_agreement
GT-142,FND-000600,R041,pyca/cryptography,8891ee468e41eb66bddd8dd684e4a7a07d91e70c,subprocess-execution,CWE-78,.github/bin/bump_dependency.py,10,12,10,"    output = subprocess.check_output(
        [""git"", ""ls-remote"", repo_url, f""refs/heads/{branch}""], text=True
    )",FALSE_POSITIVE,This process launch is in developer or CI tooling rather than an exposed application request path. The invoked tool is `git`. No remote or less-trusted value is shown controlling command structure at this sink.,.github/bin/bump_dependency.py:1-30,FALSE_POSITIVE,"This is build, release, or maintenance tooling invoked by the local developer or CI environment. The invoked tool is `git`. No remote or less-trusted value is shown controlling command structure at this sink.",.github/bin/bump_dependency.py:1-30,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,.github/bin/bump_dependency.py:1-30; .github/bin/bump_dependency.py:1-30,independent_agreement
GT-143,FND-000792,R046,Gallopsled/pwntools,1429a134ecf88eb9af70e05bf6c912f45dfde224,subprocess-execution,CWE-78,pwnlib/commandline/version.py,22,22,22,"		gitver = subprocess.check_output(['git', '-C', git_root, 'log', '-1', '--format=%h (%cr)'])",FALSE_POSITIVE,"The process is launched without shell command-string interpretation, so variable values remain separate process arguments. The invoked tool is `git`. The frozen call path does not establish attacker control over the executable or argument structure.",pwnlib/commandline/version.py:8-40,FALSE_POSITIVE,The surrounding code passes an argument vector to the child process rather than concatenating request data into shell syntax. The invoked tool is `git`. The frozen call path does not establish attacker control over the executable or argument structure.,pwnlib/commandline/version.py:8-40,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,pwnlib/commandline/version.py:8-40; pwnlib/commandline/version.py:8-40,independent_agreement
GT-144,FND-000889,R052,pandas-dev/pandas,c26625d6e79fe8f11dd00184a3c32b5cc68d70cc,subprocess-execution,CWE-78,pandas/io/clipboard/__init__.py,241,241,241,"            subprocess.check_call(args, close_fds=True)",FALSE_POSITIVE,The surrounding code passes an argument vector to the child process rather than concatenating request data into shell syntax. The sink receives an already-constructed command or argv from its caller. The frozen call path does not establish attacker control over the executable or argument structure.,pandas/io/clipboard/__init__.py:227-259,FALSE_POSITIVE,This call uses direct process execution; the dynamic pieces are paths or options supplied by the local caller and do not gain shell semantics. The sink receives an already-constructed command or argv from its caller. The frozen call path does not establish attacker control over the executable or argument structure.,pandas/io/clipboard/__init__.py:227-259,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,pandas/io/clipboard/__init__.py:227-259; pandas/io/clipboard/__init__.py:227-259,independent_agreement
GT-145,FND-001143,R072,hypothesisworks/hypothesis,a8dcd7422a325926693b5464f73349e361562b7c,subprocess-execution,CWE-78,tooling/src/hypothesistooling/git.py,18,20,18,"    result = [
        t.decode(""ascii"") for t in subprocess.check_output([""git"", ""tag""]).split(b""\n"")
    ]",FALSE_POSITIVE,This call uses direct process execution; the dynamic pieces are paths or options supplied by the local caller and do not gain shell semantics. The invoked tool is `git`. The frozen call path does not establish attacker control over the executable or argument structure.,tooling/src/hypothesistooling/git.py:4-38,FALSE_POSITIVE,"The process is launched without shell command-string interpretation, so variable values remain separate process arguments. The invoked tool is `git`. The frozen call path does not establish attacker control over the executable or argument structure.",tooling/src/hypothesistooling/git.py:4-38,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,tooling/src/hypothesistooling/git.py:4-38; tooling/src/hypothesistooling/git.py:4-38,independent_agreement
GT-146,FND-000985,R058,pypa/setuptools,7d531288b7c8708d4cc186213da93eaf5d11833d,subprocess-execution,CWE-78,setuptools/_vendor/packaging/tags.py,416,427,416,"            version_str = subprocess.run(
                [
                    sys.executable,
                    ""-sS"",
                    ""-c"",
                    ""import platform; print(platform.mac_ver()[0])"",
                ],
                check=True,
                env={""SYSTEM_VERSION_COMPAT"": ""0""},
                stdout=subprocess.PIPE,
                text=True,
            ).stdout",FALSE_POSITIVE,"This is build, release, or maintenance tooling invoked by the local developer or CI environment. No remote or less-trusted value is shown controlling command structure at this sink.",setuptools/_vendor/packaging/tags.py:402-445,FALSE_POSITIVE,"The call is part of repository maintenance or packaging automation, where the command and variable arguments come from local project or configuration state. No remote or less-trusted value is shown controlling command structure at this sink.",setuptools/_vendor/packaging/tags.py:402-445,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,setuptools/_vendor/packaging/tags.py:402-445; setuptools/_vendor/packaging/tags.py:402-445,independent_agreement
GT-147,FND-000544,R040,celery/celery,07ee451b5313b520ed4f57cfe93d35ac81d0548c,subprocess-execution,CWE-78,celery/apps/multi.py,219,219,219,"        pipe = Popen(argstr, env=env)",FALSE_POSITIVE,The surrounding code passes an argument vector to the child process rather than concatenating request data into shell syntax. The frozen call path does not establish attacker control over the executable or argument structure.,celery/apps/multi.py:205-237,FALSE_POSITIVE,This call uses direct process execution; the dynamic pieces are paths or options supplied by the local caller and do not gain shell semantics. The frozen call path does not establish attacker control over the executable or argument structure.,celery/apps/multi.py:205-237,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,celery/apps/multi.py:205-237; celery/apps/multi.py:205-237,independent_agreement
GT-148,FND-000249,R013,ansible/ansible,3827d66bfbdc568f58cce57b113131598c46cd5a,subprocess-execution,CWE-78,lib/ansible/plugins/inventory/script.py,357,357,357,"        sp = subprocess.Popen(cmd, stdout=subprocess.PIPE, stderr=subprocess.PIPE)",FALSE_POSITIVE,This call uses direct process execution; the dynamic pieces are paths or options supplied by the local caller and do not gain shell semantics. The sink receives an already-constructed command or argv from its caller. The frozen call path does not establish attacker control over the executable or argument structure.,lib/ansible/plugins/inventory/script.py:343-375,FALSE_POSITIVE,"The process is launched without shell command-string interpretation, so variable values remain separate process arguments. The sink receives an already-constructed command or argv from its caller. The frozen call path does not establish attacker control over the executable or argument structure.",lib/ansible/plugins/inventory/script.py:343-375,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,lib/ansible/plugins/inventory/script.py:343-375; lib/ansible/plugins/inventory/script.py:343-375,independent_agreement
GT-149,FND-000386,R021,tox-dev/tox,6485a013e46b3cfe8f43002f6aa80e6e390efbfe,subprocess-execution,CWE-78,src/tox/tox_env/python/virtual_env/subprocess_adapter.py,183,189,183,"        result = subprocess.run(
            [str(python), ""-c"", ""from importlib.metadata import version; print(version('virtualenv'))""],
            capture_output=True,
            text=True,
            timeout=30,
            check=False,
        )",FALSE_POSITIVE,"The process is launched without shell command-string interpretation, so variable values remain separate process arguments. The frozen call path does not establish attacker control over the executable or argument structure.",src/tox/tox_env/python/virtual_env/subprocess_adapter.py:169-207,FALSE_POSITIVE,The surrounding code passes an argument vector to the child process rather than concatenating request data into shell syntax. The frozen call path does not establish attacker control over the executable or argument structure.,src/tox/tox_env/python/virtual_env/subprocess_adapter.py:169-207,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,src/tox/tox_env/python/virtual_env/subprocess_adapter.py:169-207; src/tox/tox_env/python/virtual_env/subprocess_adapter.py:169-207,independent_agreement
GT-150,FND-000146,R004,tornadoweb/tornado,0096f2897c98facdcd9716009ee934a7381af5ef,subprocess-execution,CWE-78,maint/vm/windows/bootstrap.py,70,70,70,"        subprocess.check_call([sys.executable, filename])",FALSE_POSITIVE,"The call is part of repository maintenance or packaging automation, where the command and variable arguments come from local project or configuration state. No remote or less-trusted value is shown controlling command structure at this sink.",maint/vm/windows/bootstrap.py:56-88,FALSE_POSITIVE,This process launch is in developer or CI tooling rather than an exposed application request path. No remote or less-trusted value is shown controlling command structure at this sink.,maint/vm/windows/bootstrap.py:56-88,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,maint/vm/windows/bootstrap.py:56-88; maint/vm/windows/bootstrap.py:56-88,independent_agreement
GT-151,FND-000327,R017,pallets/click,6aabf099bfdd4c1e75fe8d0e0d4241372b988ab1,subprocess-execution,CWE-78,src/click/_termui_impl.py,660,660,660,"        subprocess.call([str(cmd_path), *cmd_params, f.name])",FALSE_POSITIVE,This call uses direct process execution; the dynamic pieces are paths or options supplied by the local caller and do not gain shell semantics. The frozen call path does not establish attacker control over the executable or argument structure.,src/click/_termui_impl.py:646-678,FALSE_POSITIVE,"The process is launched without shell command-string interpretation, so variable values remain separate process arguments. The frozen call path does not establish attacker control over the executable or argument structure.",src/click/_termui_impl.py:646-678,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,src/click/_termui_impl.py:646-678; src/click/_termui_impl.py:646-678,independent_agreement
GT-152,FND-000297,R016,certbot/certbot,56ee04928d677d82c6a375a7c7b48e8ce13bb6bc,subprocess-execution,CWE-78,certbot/src/certbot/_internal/plugins/nginx/configurator.py,1296,1298,1296,"            proc = subprocess.run([nginx_ctl, ""-c"", nginx_conf, ""-s"", ""reload""],
                                  env=util.env_no_snap_for_external_calls(),
                                  stdout=out, stderr=out, check=False)",FALSE_POSITIVE,"The process is launched without shell command-string interpretation, so variable values remain separate process arguments. The frozen call path does not establish attacker control over the executable or argument structure.",certbot/src/certbot/_internal/plugins/nginx/configurator.py:1282-1316,FALSE_POSITIVE,The surrounding code passes an argument vector to the child process rather than concatenating request data into shell syntax. The frozen call path does not establish attacker control over the executable or argument structure.,certbot/src/certbot/_internal/plugins/nginx/configurator.py:1282-1316,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,certbot/src/certbot/_internal/plugins/nginx/configurator.py:1282-1316; certbot/src/certbot/_internal/plugins/nginx/configurator.py:1282-1316,independent_agreement
GT-153,FND-000309,R016,certbot/certbot,56ee04928d677d82c6a375a7c7b48e8ce13bb6bc,subprocess-execution,CWE-78,tools/finish_release.py,201,201,201,"        process = subprocess.run(cmd, check=True, universal_newlines=True, capture_output=True)",FALSE_POSITIVE,"The call is part of repository maintenance or packaging automation, where the command and variable arguments come from local project or configuration state. The sink receives an already-constructed command or argv from its caller. No remote or less-trusted value is shown controlling command structure at this sink.",tools/finish_release.py:187-219,FALSE_POSITIVE,This process launch is in developer or CI tooling rather than an exposed application request path. The sink receives an already-constructed command or argv from its caller. No remote or less-trusted value is shown controlling command structure at this sink.,tools/finish_release.py:187-219,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,tools/finish_release.py:187-219; tools/finish_release.py:187-219,independent_agreement
GT-154,FND-001165,R072,hypothesisworks/hypothesis,a8dcd7422a325926693b5464f73349e361562b7c,subprocess-execution,CWE-78,tooling/src/hypothesistooling/scripts.py,69,69,69,"    r = subprocess.call([tool_path(name), *args], **kwargs)",FALSE_POSITIVE,This call uses direct process execution; the dynamic pieces are paths or options supplied by the local caller and do not gain shell semantics. The sink receives an already-constructed command or argv from its caller. The frozen call path does not establish attacker control over the executable or argument structure.,tooling/src/hypothesistooling/scripts.py:55-87,FALSE_POSITIVE,"The process is launched without shell command-string interpretation, so variable values remain separate process arguments. The sink receives an already-constructed command or argv from its caller. The frozen call path does not establish attacker control over the executable or argument structure.",tooling/src/hypothesistooling/scripts.py:55-87,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,tooling/src/hypothesistooling/scripts.py:55-87; tooling/src/hypothesistooling/scripts.py:55-87,independent_agreement
GT-155,FND-001227,R091,simonw/datasette,bdc973174096cae350ddaa733a10ed8b3ffd970b,subprocess-shell-true,CWE-78,datasette/publish/cloudrun.py,275,275,275,"            check_call(create_cmd, shell=True)",FALSE_POSITIVE,"The shell command is assembled by Datasette's local publish command from deployment options such as project, region, and repository. Those values are supplied by the operator running the CLI, not by a remote request, so the source does not establish an attacker-controlled shell-metacharacter path.",datasette/publish/cloudrun.py:261-293,FALSE_POSITIVE,"The shell command is assembled by Datasette's local publish command from deployment options such as project, region, and repository. Those values are supplied by the operator running the CLI, not by a remote request, so the source does not establish an attacker-controlled shell-metacharacter path.",datasette/publish/cloudrun.py:261-293,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,datasette/publish/cloudrun.py:261-293; datasette/publish/cloudrun.py:261-293,independent_agreement
GT-156,FND-000190,R013,ansible/ansible,3827d66bfbdc568f58cce57b113131598c46cd5a,subprocess-execution,CWE-78,hacking/create-bulk-issues.py,51,51,51,"            process = subprocess.run(cmd, capture_output=True, check=True, text=True)",FALSE_POSITIVE,"The call is part of repository maintenance or packaging automation, where the command and variable arguments come from local project or configuration state. The sink receives an already-constructed command or argv from its caller. No remote or less-trusted value is shown controlling command structure at this sink.",hacking/create-bulk-issues.py:37-69,FALSE_POSITIVE,This process launch is in developer or CI tooling rather than an exposed application request path. The sink receives an already-constructed command or argv from its caller. No remote or less-trusted value is shown controlling command structure at this sink.,hacking/create-bulk-issues.py:37-69,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,hacking/create-bulk-issues.py:37-69; hacking/create-bulk-issues.py:37-69,independent_agreement
GT-157,FND-001033,R063,grpc/grpc,6e5ac36afeb4a13c9d0c62241c91323c1e8ad8a8,subprocess-execution,CWE-78,src/python/grpcio_observability/setup.py,94,99,94,"    cpp_test = subprocess.Popen(
        cxx + [""-x"", ""c++"", ""-std=c++17"", ""-""],
        stdin=PIPE,
        stdout=PIPE,
        stderr=PIPE,
    )",FALSE_POSITIVE,This process launch is in developer or CI tooling rather than an exposed application request path. No remote or less-trusted value is shown controlling command structure at this sink.,src/python/grpcio_observability/setup.py:80-117,FALSE_POSITIVE,"This is build, release, or maintenance tooling invoked by the local developer or CI environment. No remote or less-trusted value is shown controlling command structure at this sink.",src/python/grpcio_observability/setup.py:80-117,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,src/python/grpcio_observability/setup.py:80-117; src/python/grpcio_observability/setup.py:80-117,independent_agreement
GT-158,FND-000215,R013,ansible/ansible,3827d66bfbdc568f58cce57b113131598c46cd5a,subprocess-execution,CWE-78,lib/ansible/module_utils/common/respawn.py,48,48,48,"    rc = subprocess.call([interpreter_path, '--'], stdin=stdin_read)",FALSE_POSITIVE,"The process is launched without shell command-string interpretation, so variable values remain separate process arguments. The frozen call path does not establish attacker control over the executable or argument structure.",lib/ansible/module_utils/common/respawn.py:34-66,FALSE_POSITIVE,The surrounding code passes an argument vector to the child process rather than concatenating request data into shell syntax. The frozen call path does not establish attacker control over the executable or argument structure.,lib/ansible/module_utils/common/respawn.py:34-66,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,lib/ansible/module_utils/common/respawn.py:34-66; lib/ansible/module_utils/common/respawn.py:34-66,independent_agreement
GT-159,FND-000200,R013,ansible/ansible,3827d66bfbdc568f58cce57b113131598c46cd5a,subprocess-execution,CWE-78,hacking/update-sanity-requirements.py,55,55,55,"            subprocess.run(pip + ['install', '-r', self.source_path], env=env, check=True)",FALSE_POSITIVE,"The call is part of repository maintenance or packaging automation, where the command and variable arguments come from local project or configuration state. No remote or less-trusted value is shown controlling command structure at this sink.",hacking/update-sanity-requirements.py:41-73,FALSE_POSITIVE,This process launch is in developer or CI tooling rather than an exposed application request path. No remote or less-trusted value is shown controlling command structure at this sink.,hacking/update-sanity-requirements.py:41-73,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,hacking/update-sanity-requirements.py:41-73; hacking/update-sanity-requirements.py:41-73,independent_agreement
GT-160,FND-001191,R088,pypa/flit,1da96f9636027b332e4bd1b21d8c47a7f75c98d1,subprocess-execution,CWE-78,flit/vcs/git.py,7,8,7,"    outb = check_output(['git', 'ls-files', '--recurse-submodules', '-z'],
                        cwd=str(directory))",FALSE_POSITIVE,This call uses direct process execution; the dynamic pieces are paths or options supplied by the local caller and do not gain shell semantics. The invoked tool is `git`. The frozen call path does not establish attacker control over the executable or argument structure.,flit/vcs/git.py:1-26,FALSE_POSITIVE,"The process is launched without shell command-string interpretation, so variable values remain separate process arguments. The invoked tool is `git`. The frozen call path does not establish attacker control over the executable or argument structure.",flit/vcs/git.py:1-26,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,flit/vcs/git.py:1-26; flit/vcs/git.py:1-26,independent_agreement
GT-161,FND-000001,R001,tiangolo/fastapi,50113da16fec53b66b80d75e80a89296de4fa5a5,subprocess-execution,CWE-78,scripts/docs.py,285,289,285,"    subprocess.run(
        [""zensical"", ""build"", ""--config-file"", config_path.name],
        check=True,
        cwd=config_path.parent,
    )",FALSE_POSITIVE,"This is build, release, or maintenance tooling invoked by the local developer or CI environment. The invoked tool is `zensical`. No remote or less-trusted value is shown controlling command structure at this sink.",scripts/docs.py:271-307,FALSE_POSITIVE,"The call is part of repository maintenance or packaging automation, where the command and variable arguments come from local project or configuration state. The invoked tool is `zensical`. No remote or less-trusted value is shown controlling command structure at this sink.",scripts/docs.py:271-307,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,scripts/docs.py:271-307; scripts/docs.py:271-307,independent_agreement
GT-162,FND-000403,R022,psf/black,20622e1259c29bda81831962ace1348ba1921c84,code-execution-eval,CWE-78,src/blib2to3/pgen2/pgen.py,100,100,100,            value = eval(label),FALSE_POSITIVE,"Black evaluates a grammar label only after asserting it is a quoted keyword or operator token. The parser grammar constrains the value before eval, so arbitrary code text is not accepted here.",src/blib2to3/pgen2/pgen.py:82-124,FALSE_POSITIVE,"Black evaluates a grammar label only after asserting it is a quoted keyword or operator token. The parser grammar constrains the value before eval, so arbitrary code text is not accepted here.",src/blib2to3/pgen2/pgen.py:82-124,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,src/blib2to3/pgen2/pgen.py:82-124; src/blib2to3/pgen2/pgen.py:82-124,independent_agreement
GT-163,FND-000980,R058,pypa/setuptools,7d531288b7c8708d4cc186213da93eaf5d11833d,code-execution-exec,CWE-78,setuptools/_distutils/core.py,250,250,250,"                exec(code, g)  # noqa: S102 # executing the setup script is the point",FALSE_POSITIVE,Distutils run_setup deliberately executes the selected setup script; running that developer-supplied Python file is the purpose of the API rather than injection of a data value.,setuptools/_distutils/core.py:236-268,FALSE_POSITIVE,Distutils run_setup deliberately executes the selected setup script; running that developer-supplied Python file is the purpose of the API rather than injection of a data value.,setuptools/_distutils/core.py:236-268,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,setuptools/_distutils/core.py:236-268; setuptools/_distutils/core.py:236-268,independent_agreement
GT-164,FND-000982,R058,pypa/setuptools,7d531288b7c8708d4cc186213da93eaf5d11833d,subprocess-execution,CWE-78,setuptools/_vendor/jaraco/context/__init__.py,206,206,206,"        subprocess.check_call(cmd, stdout=stream, stderr=stream)",FALSE_POSITIVE,"This is build, release, or maintenance tooling invoked by the local developer or CI environment. The sink receives an already-constructed command or argv from its caller. No remote or less-trusted value is shown controlling command structure at this sink.",setuptools/_vendor/jaraco/context/__init__.py:192-224,FALSE_POSITIVE,"The call is part of repository maintenance or packaging automation, where the command and variable arguments come from local project or configuration state. The sink receives an already-constructed command or argv from its caller. No remote or less-trusted value is shown controlling command structure at this sink.",setuptools/_vendor/jaraco/context/__init__.py:192-224,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,setuptools/_vendor/jaraco/context/__init__.py:192-224; setuptools/_vendor/jaraco/context/__init__.py:192-224,independent_agreement
GT-165,FND-000239,R013,ansible/ansible,3827d66bfbdc568f58cce57b113131598c46cd5a,subprocess-execution,CWE-78,lib/ansible/parsing/vault/__init__.py,833,833,833,            subprocess.check_call(cmd),FALSE_POSITIVE,The surrounding code passes an argument vector to the child process rather than concatenating request data into shell syntax. The sink receives an already-constructed command or argv from its caller. The frozen call path does not establish attacker control over the executable or argument structure.,lib/ansible/parsing/vault/__init__.py:819-851,FALSE_POSITIVE,This call uses direct process execution; the dynamic pieces are paths or options supplied by the local caller and do not gain shell semantics. The sink receives an already-constructed command or argv from its caller. The frozen call path does not establish attacker control over the executable or argument structure.,lib/ansible/parsing/vault/__init__.py:819-851,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,lib/ansible/parsing/vault/__init__.py:819-851; lib/ansible/parsing/vault/__init__.py:819-851,independent_agreement
GT-166,FND-000992,R058,pypa/setuptools,7d531288b7c8708d4cc186213da93eaf5d11833d,code-execution-eval,CWE-78,setuptools/wheel.py,208,216,208,"        extras_require = {
            extra: list(
                map(
                    raw_req,
                    (req for req in reqs if for_extra(req) and eval(req, extra=extra)),
                )
            )
            for extra in extras
        }",FALSE_POSITIVE,The symbol named eval here is a local helper that calls packaging marker evaluation; it is not Python's built-in eval on an arbitrary string.,setuptools/wheel.py:190-240,FALSE_POSITIVE,The symbol named eval here is a local helper that calls packaging marker evaluation; it is not Python's built-in eval on an arbitrary string.,setuptools/wheel.py:190-240,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,setuptools/wheel.py:190-240; setuptools/wheel.py:190-240,independent_agreement
GT-167,FND-000341,R019,tiangolo/typer,82b83959d9e900215ed8ff2a56a766ff066e1c75,subprocess-execution,CWE-78,typer/_click/_termui_impl.py,365,365,365,"            return subprocess.Popen(args, stderr=null).wait()",FALSE_POSITIVE,"The process is launched without shell command-string interpretation, so variable values remain separate process arguments. The sink receives an already-constructed command or argv from its caller. The frozen call path does not establish attacker control over the executable or argument structure.",typer/_click/_termui_impl.py:351-383,FALSE_POSITIVE,The surrounding code passes an argument vector to the child process rather than concatenating request data into shell syntax. The sink receives an already-constructed command or argv from its caller. The frozen call path does not establish attacker control over the executable or argument structure.,typer/_click/_termui_impl.py:351-383,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,typer/_click/_termui_impl.py:351-383; typer/_click/_termui_impl.py:351-383,independent_agreement
